Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed
2012,1,1,0,30,0,0,0,-5,10.7961842,984.3084106,31.52079319,67.78860474,3.121759892
2012,1,1,1,30,0,0,0,-5,10.29303596,984.2003174,32.69696808,66.9736557,3.058262348
2012,1,1,2,30,0,0,0,-5,9.844070474,983.793335,33.53932256,67.32026672,2.979188204
2012,1,1,3,30,0,0,0,-5,9.457602569,983.6027222,34.16689826,70.37283325,2.963390112
2012,1,1,4,30,0,0,0,-5,9.112614587,983.454895,34.6583282,74.82842255,2.998622894
2012,1,1,5,30,0,0,0,7,10.55831435,986.1872559,82.67923661,19.85974884,2.951151371
2012,1,1,6,30,0,0,0,7,10.14785069,986.6332397,81.51444463,17.55443573,3.014178038
2012,1,1,7,30,0,0,0,6,10.82342995,987.4004517,75.61275551,17.26365662,3.005211115
2012,1,1,8,30,93,244,143,6,13.29061875,987.9567261,62.52717652,20.91773224,2.676492453
2012,1,1,9,30,163,358,300,6,17.02248916,988.381958,48.29576011,23.81361389,2.756730318
2012,1,1,10,30,196,513,464,6,20.63543027,987.9358521,38.85046212,23.94559479,3.049550772
2012,1,1,11,30,224,579,579,6,22.86033736,986.8540649,35.05843791,21.55323792,3.204927683
2012,1,1,12,30,216,655,643,7,23.98813609,985.9387207,34.10164908,16.57715607,3.25263381
2012,1,1,13,30,190,709,640,7,24.20534433,985.418335,33.86046059,13.72624969,3.376252651
2012,1,1,14,30,178,666,551,6,23.71641328,984.8815918,33.89840637,10.96304321,3.39172101
2012,1,1,15,30,153,575,405,6,22.49294739,984.6116943,34.57940737,8.725074768,3.388560295
2012,1,1,16,30,118,353,215,6,20.27009033,984.789917,39.49552974,5.303375244,3.340095282
2012,1,1,17,30,22,0,22,6,17.54062751,985.6130371,47.62682524,2.483757019,3.508606672
2012,1,1,18,30,0,0,0,5,16.32487894,986.1610718,48.75029123,3.572822571,3.673649311
2012,1,1,19,30,0,0,0,4,15.33107195,986.8395996,49.13135296,6.593765259,3.663199425
2012,1,1,20,30,0,0,0,4,14.42788416,987.0606689,50.07796114,13.26308441,3.577809572
2012,1,1,21,30,0,0,0,3,13.68357929,987.3214722,51.29091848,20.65332794,3.492085457
2012,1,1,22,30,0,0,0,3,13.01892446,987.4204712,52.87727165,26.75788498,3.383564949
2012,1,1,23,30,0,0,0,3,12.42490923,987.5837402,54.57535308,32.31269836,3.278680801
2012,1,2,0,30,0,0,0,3,11.88597177,987.4321899,56.46186835,39.42376709,3.208931684
2012,1,2,1,30,0,0,0,3,11.40252922,987.2967529,58.57335668,47.33605194,3.200367928
2012,1,2,2,30,0,0,0,3,10.94601768,987.3847656,61.71608544,50.87356567,3.112408638
2012,1,2,3,30,0,0,0,4,10.52648743,987.3129272,64.91330666,52.45484161,2.970826626
2012,1,2,4,30,0,0,0,4,10.15401783,987.3330078,68.03138728,55.09384155,2.816680908
2012,1,2,5,30,0,0,0,4,9.818995783,987.720459,71.02841331,60.53678894,2.657981634
2012,1,2,6,30,0,0,0,5,9.512301638,987.7814331,74.60484378,68.60929108,2.487697601
2012,1,2,7,30,0,0,0,6,10.66529182,988.4877319,77.28223409,76.65692139,2.234098196
2012,1,2,8,30,91,270,147,7,13.59608169,989.4372559,67.38631223,84.69346619,1.857257843
2012,1,2,9,30,143,502,335,8,16.96183326,990.3171387,59.05669092,85.88840485,1.48623848
2012,1,2,10,30,180,602,494,8,21.49434889,990.0634766,43.21743194,80.92163086,1.462045074
2012,1,2,11,30,190,695,617,8,23.81288947,989.1420898,36.96356969,72.00804138,1.184416533
2012,1,2,12,30,194,724,667,7,24.69962881,988.1485596,34.30070475,55.73036575,1.027484775
2012,1,2,13,30,191,714,645,7,24.77207304,987.4937134,33.20127736,43.86408234,1.047884107
2012,1,2,14,30,178,669,555,7,24.12515916,986.7849731,33.56445979,34.50771713,1.108418107
2012,1,2,15,30,153,576,407,6,22.69878089,986.5719604,35.77839965,30.92536545,1.24775517
2012,1,2,16,30,119,362,219,8,20.42414105,986.4747314,47.75949738,25.96897888,1.59338975
2012,1,2,17,30,24,0,24,8,17.9511492,986.7330933,55.53691081,21.83698273,2.093541384
2012,1,2,18,30,0,0,0,8,17.0940606,987.6549072,55.4517596,22.70874023,2.460303068
2012,1,2,19,30,0,0,0,7,16.35749643,988.0757446,55.25806413,25.16506195,2.670504093
2012,1,2,20,30,0,0,0,6,15.67664926,988.5437012,54.94017718,30.82533264,2.885648966
2012,1,2,21,30,0,0,0,6,14.97808442,988.552063,55.17240697,38.41669464,3.017498255
2012,1,2,22,30,0,0,0,5,14.2691916,988.1218262,56.22639202,45.53773117,3.043362379
2012,1,2,23,30,0,0,0,5,13.56778964,987.6928101,57.78841468,52.10516739,3.067569494
2012,1,3,0,30,0,0,0,5,12.89362189,986.9320068,59.66360257,60.19618225,3.132282257
2012,1,3,1,30,0,0,0,5,12.26028813,986.3181152,61.94608889,69.34429932,3.243289232
2012,1,3,2,30,0,0,0,5,11.66325781,985.8718262,64.68985875,75.50203705,3.184071302
2012,1,3,3,30,0,0,0,5,11.12024361,985.480896,67.41064699,78.5970993,3.005197763
2012,1,3,4,30,0,0,0,5,10.66876417,985.6102295,69.58688488,81.43877411,2.867422581
2012,1,3,5,30,0,0,0,5,10.30252836,986.034729,71.26716528,84.6428299,2.762537241
2012,1,3,6,30,0,0,0,5,9.981719468,986.7746582,72.78316919,88.27072144,2.642608404
2012,1,3,7,30,0,0,0,6,11.10019511,987.2838135,72.50693401,92.02977753,2.478459835
2012,1,3,8,30,91,244,141,6,14.02724704,988.3345337,59.39981098,95.84456635,2.219735861
2012,1,3,9,30,153,476,335,6,17.37734295,989.0092773,50.38287162,94.2890625,1.763839483
2012,1,3,10,30,175,611,494,6,21.67425805,988.5216675,36.54873728,81.77043915,1.930879593
2012,1,3,11,30,202,654,604,6,24.04331001,987.2380371,31.69256783,72.63726807,1.741553545
2012,1,3,12,30,193,717,662,6,25.00085897,986.1951904,29.83305989,64.47668457,1.617422819
2012,1,3,13,30,190,707,641,5,25.18241495,985.1790161,29.05003212,59.1883316,1.588286877
2012,1,3,14,30,178,662,552,5,24.67750461,984.1644287,29.38611215,56.68152237,1.438115835
2012,1,3,15,30,166,522,397,5,23.39868608,983.6920166,31.52855426,52.5645256,1.29791081
2012,1,3,16,30,110,402,222,8,21.14912534,983.9627075,45.68294994,39.09096527,1.425724387
2012,1,3,17,30,17,0,17,8,18.67944399,984.4510498,52.36496422,32.25110245,1.825025797
2012,1,3,18,30,0,0,0,7,17.80054825,985.2032471,52.4733211,35.45424271,2.151088238
2012,1,3,19,30,0,0,0,7,17.05696744,985.4005737,52.63621244,43.8502388,2.294081211
2012,1,3,20,30,0,0,0,6,16.34282469,985.3809204,53.17100319,53.63550186,2.402613878
2012,1,3,21,30,0,0,0,6,15.6248147,985.1534424,54.26733922,63.36507034,2.505217075
2012,1,3,22,30,0,0,0,6,14.92707439,984.6957397,55.70263536,72.20612335,2.528749704
2012,1,3,23,30,0,0,0,5,14.25416488,984.3480835,57.52409511,80.27079773,2.457805157
2012,1,4,0,30,0,0,0,5,13.63952997,984.3735962,59.74224091,89.17938995,2.294446468
2012,1,4,1,30,0,0,0,6,13.08953473,984.1727905,62.17807578,98.43930054,2.054467678
2012,1,4,2,30,0,0,0,6,12.61144499,984.2028809,64.53839291,104.5843353,1.820820928
2012,1,4,3,30,0,0,0,6,12.1700503,984.1561279,66.45902997,111.7572784,1.698798776
2012,1,4,4,30,0,0,0,5,11.74572846,983.9442139,67.53069985,122.5364227,1.712721109
2012,1,4,5,30,0,0,0,5,11.37166058,984.1935425,68.07074136,133.2326508,1.819381237
2012,1,4,6,30,0,0,0,5,11.05539148,984.3639526,68.66895314,141.1126404,1.897414327
2012,1,4,7,30,0,0,0,6,12.22154022,984.8652344,69.10854385,146.9099426,1.911792994
2012,1,4,8,30,95,219,140,6,15.26735138,985.1989136,55.17281044,151.2732239,1.788060188
2012,1,4,9,30,139,519,337,6,18.37584365,985.8945313,45.88517714,156.002243,1.425948739
2012,1,4,10,30,174,612,494,5,22.83678672,985.6120605,33.39329503,197.8791504,1.281079531
2012,1,4,11,30,186,693,613,5,24.86493593,984.8295898,29.36346097,224.4608459,1.588113546
2012,1,4,12,30,194,719,665,5,25.58454339,983.9004517,27.45411204,238.6052856,1.99204123
2012,1,4,13,30,191,710,644,5,25.57083293,983.3352661,26.77255047,247.7372284,2.308789492
2012,1,4,14,30,178,665,555,4,24.92293033,982.7731323,27.08715127,255.6791077,2.488741398
2012,1,4,15,30,153,574,409,4,23.58709431,982.7372437,28.67239164,261.7327576,2.572185993
2012,1,4,16,30,111,405,225,6,21.26306426,982.7993774,38.28963269,268.2080688,2.503948212
2012,1,4,17,30,24,0,24,7,18.81729601,983.2212524,48.07653261,272.6603394,2.456598282
2012,1,4,18,30,0,0,0,7,17.97323992,984.1456299,49.73341315,275.0205688,2.364024878
2012,1,4,19,30,0,0,0,6,17.27345652,984.6312256,50.63652228,277.2590942,2.277324677
2012,1,4,20,30,0,0,0,6,16.6201718,984.9334717,52.01065247,277.3693848,2.113527298
2012,1,4,21,30,0,0,0,6,16.049268,985.3388672,54.0052014,275.1283569,1.930568933
2012,1,4,22,30,0,0,0,6,15.49582121,985.2716675,56.11779094,272.1066895,1.770479679
2012,1,4,23,30,0,0,0,6,14.96993127,984.8171387,57.82938405,269.0550232,1.625909925
2012,1,5,0,30,0,0,0,6,14.48330237,984.3876953,59.08012343,264.8307495,1.490195155
2012,1,5,1,30,0,0,0,6,14.05067649,984.6460571,60.41831219,260.8862305,1.421660066
2012,1,5,2,30,0,0,0,6,13.66129953,984.4498901,61.53050554,255.6969757,1.504238605
2012,1,5,3,30,0,0,0,6,13.30205193,984.2875366,61.29289007,253.7477722,1.671242714
2012,1,5,4,30,0,0,0,5,12.98781176,984.4546509,61.00060214,253.2302094,1.756921291
2012,1,5,5,30,0,0,0,5,12.74692495,985.1513672,62.09762863,250.5470886,1.741750836
2012,1,5,6,30,0,0,0,5,12.5302912,985.6931152,63.51438111,245.5052032,1.688107967
2012,1,5,7,30,0,0,0,5,13.74656215,986.4352417,57.65594085,240.2392731,1.647317648
2012,1,5,8,30,84,293,143,6,16.67362087,987.5873413,51.14634661,240.0212555,1.557532072
2012,1,5,9,30,138,512,333,6,19.50847764,988.3173828,43.48618023,244.1216736,1.39306426
2012,1,5,10,30,169,629,498,9,23.18665041,988.2352295,42.35096575,261.4407349,2.126624107
2012,1,5,11,30,186,690,611,10,24.81844564,987.1218262,39.7326322,264.7490845,2.323643208
2012,1,5,12,30,193,712,660,10,25.49083718,985.9291992,37.70999728,267.3463135,2.407331467
2012,1,5,13,30,190,702,640,9,25.54221844,984.8161621,36.92808615,270.9081116,2.410386562
2012,1,5,14,30,177,658,552,9,24.97833138,984.2645874,37.64430026,276.1283569,2.324131966
2012,1,5,15,30,153,568,407,9,23.73022589,984.1728516,40.1289336,282.0791016,2.246658564
2012,1,5,16,30,140,200,197,10,21.72504497,984.3395996,49.84246322,291.0722046,2.125507593
2012,1,5,17,30,26,0,26,11,19.39246032,984.9075317,59.89226177,303.7157898,2.054319143
2012,1,5,18,30,0,0,0,10,18.51155442,985.55896,61.55882372,315.9779968,2.030823946
2012,1,5,19,30,0,0,0,10,17.69656871,986.1766357,62.609806,328.4255066,2.030403137
2012,1,5,20,30,0,0,0,9,16.86729867,986.6896362,63.73527507,341.2794495,2.043455839
2012,1,5,21,30,0,0,0,9,16.03885804,986.6807861,64.78086693,354.6286926,2.032800913
2012,1,5,22,30,0,0,0,8,15.24303401,986.4422607,65.12762411,5.891578674,2.038262606
2012,1,5,23,30,0,0,0,8,14.67005425,986.3543701,65.93945534,14.11405945,2.06028223
2012,1,6,0,30,0,0,0,8,14.40503706,986.2811279,66.64863253,21.38980865,2.023794651
2012,1,6,1,30,0,0,0,7,14.12673942,986.2079468,65.69580274,28.43884277,1.942766786
2012,1,6,2,30,0,0,0,7,13.8780166,986.2807007,65.63677499,33.09371185,1.870859504
2012,1,6,3,30,0,0,0,7,13.62872831,985.8172607,66.68748268,38.41530609,1.763685107
2012,1,6,4,30,0,0,0,7,13.30475436,985.5728149,68.34544773,46.8559761,1.6394732
2012,1,6,5,30,0,0,0,7,13.02392146,985.6688843,70.35355573,60.57624054,1.536535859
2012,1,6,6,30,0,0,0,7,12.78351182,985.6985474,72.22006285,77.27575684,1.464443922
2012,1,6,7,30,0,0,0,8,13.57930032,986.2288208,70.35339406,96.33259583,1.400712967
2012,1,6,8,30,84,297,144,7,15.91690506,986.8622437,55.81799241,117.613205,1.296983004
2012,1,6,9,30,139,519,337,7,19.35305603,987.2925415,47.37601133,156.6580505,0.894294977
2012,1,6,10,30,169,638,503,8,22.89483975,987.0316772,39.34569538,226.1665344,1.583522558
2012,1,6,11,30,185,698,616,8,24.24104918,986.3547974,36.1770138,242.1279297,2.275423288
2012,1,6,12,30,194,723,670,8,24.77018237,985.2088013,34.54882332,250.2174683,2.789295435
2012,1,6,13,30,192,715,651,7,24.70183668,984.4285889,33.89567162,255.8814697,3.059243441
2012,1,6,14,30,180,674,565,7,24.05542703,984.0592041,34.25941657,260.5614319,3.210227489
2012,1,6,15,30,156,587,419,7,22.77602027,983.7935791,36.29130095,264.2150879,3.289518833
2012,1,6,16,30,140,301,227,7,20.67325223,983.9222412,42.77088393,269.8121948,3.129489422
2012,1,6,17,30,29,0,29,8,18.14377557,984.2327881,53.58440177,278.2812195,3.054890394
2012,1,6,18,30,0,0,0,8,17.11690067,985.0372314,55.97892339,286.6247559,3.076870203
2012,1,6,19,30,0,0,0,7,16.2044491,985.8406982,56.72964827,295.9998474,3.068083763
2012,1,6,20,30,0,0,0,7,15.24466084,986.4631958,57.97586925,307.124176,2.971684933
2012,1,6,21,30,0,0,0,6,14.26629367,986.7762451,59.5828527,318.877533,2.865268946
2012,1,6,22,30,0,0,0,6,13.33057314,986.8115234,61.30514377,329.2032776,2.756358147
2012,1,6,23,30,0,0,0,5,12.48549621,986.2063599,63.36777103,337.9257813,2.541662216
2012,1,7,0,30,0,0,0,5,11.7726181,986.1655273,65.39435821,346.2268066,2.256278753
2012,1,7,1,30,0,0,0,5,11.16756863,985.7254639,67.05995872,353.7886963,2.039544582
2012,1,7,2,30,0,0,0,5,10.6034569,985.6054688,68.60246266,353.3743591,1.903951526
2012,1,7,3,30,0,0,0,4,10.04323311,985.3778076,70.05457424,346.1075745,1.801026702
2012,1,7,4,30,0,0,0,4,9.460393569,985.9365234,71.7930199,335.7520447,1.722720385
2012,1,7,5,30,0,0,0,4,8.830330656,986.7684937,73.6040499,323.8251953,1.659083247
2012,1,7,6,30,0,0,0,4,8.148138908,987.6427612,75.35903658,311.1022949,1.611532331
2012,1,7,7,30,0,0,0,3,8.904101998,988.3596802,66.96203396,298.9069214,1.551343799
2012,1,7,8,30,90,269,145,2,11.31586593,989.5828857,53.2390465,292.0830688,1.25189805
2012,1,7,9,30,138,531,341,1,14.36935692,990.1456299,40.85605239,284.5310059,0.977133393
2012,1,7,10,30,174,616,497,-2,18.22416761,990.4012451,23.76441016,266.0386353,1.848475695
2012,1,7,11,30,199,653,603,-4,20.06420431,989.5142212,19.26135713,266.8841553,2.169665098
2012,1,7,12,30,213,660,648,-5,20.74593607,988.4763794,16.23556281,272.7672119,2.342232466
2012,1,7,13,30,212,658,636,-7,20.72837828,987.4951172,14.26107201,280.1300354,2.436439037
2012,1,7,14,30,231,520,529,-8,20.07188114,987.2817993,13.76701873,287.537384,2.311932564
2012,1,7,15,30,193,513,425,-8,18.68671338,986.9210815,14.74762731,297.0867004,2.170695066
2012,1,7,16,30,135,127,172,-4,16.13954937,987.2354736,24.27381123,312.3983154,2.2109375
2012,1,7,17,30,10,0,10,-1,13.26279409,987.5623779,37.1397429,330.1343994,2.486650229
2012,1,7,18,30,0,0,0,-1,12.19834413,988.4467773,37.30019885,345.2623901,2.802670002
2012,1,7,19,30,0,0,0,-3,11.27154838,989.2219238,36.49435524,357.0705261,3.102771997
2012,1,7,20,30,0,0,0,-3,10.38581703,990.0283203,36.41053481,4.579872131,3.327293873
2012,1,7,21,30,0,0,0,-4,9.535323959,990.1750488,37.30039683,11.72512054,3.425812244
2012,1,7,22,30,0,0,0,-4,8.760390879,990.3859253,38.84632199,18.51525116,3.446494341
2012,1,7,23,30,0,0,0,-4,8.084001045,989.9593506,40.55627904,24.63620758,3.454935312
2012,1,8,0,30,0,0,0,-4,7.52137287,989.7363281,42.19728992,30.74163437,3.456379414
2012,1,8,1,30,0,0,0,-4,7.088782857,989.8126831,43.77801482,35.25889969,3.438337088
2012,1,8,2,30,0,0,0,-4,6.708358024,989.6255493,46.04770795,36.28089523,3.298923016
2012,1,8,3,30,0,0,0,-3,6.530366171,989.9554443,48.32403044,34.72836685,3.180757046
2012,1,8,4,30,0,0,0,-3,6.384154281,990.1368408,50.47148538,33.256073,3.111526728
2012,1,8,5,30,0,0,0,-2,6.083933254,990.8532104,53.06414,34.73773956,3.02846241
2012,1,8,6,30,0,0,0,-2,5.836830018,991.5588989,54.8071531,38.29143524,2.909486294
2012,1,8,7,30,0,0,0,-1,7.096831512,992.0983887,55.72807119,41.61070251,2.737407207
2012,1,8,8,30,91,236,139,-1,10.06262456,992.6320801,43.32065814,45.91927338,2.30090332
2012,1,8,9,30,157,430,322,0,13.49132055,993.1797485,36.9942939,43.71040344,1.825054049
2012,1,8,10,30,174,631,505,-3,17.56317758,993.0636597,24.15553577,37.47149277,2.365846157
2012,1,8,11,30,191,679,612,-4,19.41482792,992.1555176,19.63108943,31.98161316,2.325207233
2012,1,8,12,30,193,718,668,-4,20.41499475,991.3945923,17.81400621,28.03863907,2.239613295
2012,1,8,13,30,192,708,649,-5,20.71907955,990.4192505,16.96910446,25.95627594,2.186106205
2012,1,8,14,30,183,693,582,-5,20.19903007,989.6862183,17.31969167,20.32901764,2.113511086
2012,1,8,15,30,156,597,428,-5,18.85427658,989.09375,18.90827449,13.09950256,2.09560132
2012,1,8,16,30,150,290,235,-1,16.44282249,989.2205811,28.96370199,5.129997253,2.244452477
2012,1,8,17,30,33,1,34,0,13.67895173,989.5332642,40.29641265,359.4215088,2.633341789
2012,1,8,18,30,0,0,0,0,12.62556778,990.2810059,40.90589838,357.136322,3.050307512
2012,1,8,19,30,0,0,0,0,11.69131878,990.7980347,41.65282879,356.6763306,3.279855013
2012,1,8,20,30,0,0,0,-1,10.76570917,991.3692627,44.01489396,0.527694702,3.24234581
2012,1,8,21,30,0,0,0,-1,9.944384108,991.7542114,46.48805144,7.563194275,3.143573284
2012,1,8,22,30,0,0,0,-1,9.233285953,991.5016479,48.56634732,15.39772034,3.077738047
2012,1,8,23,30,0,0,0,-1,8.614990245,991.2814331,50.17186601,23.67397308,3.076955795
2012,1,9,0,30,0,0,0,-1,8.075517971,991.1091309,51.48134066,31.85010529,3.127764702
2012,1,9,1,30,0,0,0,-1,7.579791891,990.9242554,52.61152467,38.69936371,3.212439537
2012,1,9,2,30,0,0,0,-1,7.127687519,990.7940674,54.27076857,43.08757782,3.123699665
2012,1,9,3,30,0,0,0,-1,6.717672295,990.4995728,56.24633396,47.42512131,2.922765732
2012,1,9,4,30,0,0,0,-1,6.360472612,990.3895264,58.27939389,54.39076233,2.664708376
2012,1,9,5,30,0,0,0,-1,6.059314692,990.3607788,60.28662486,64.03256226,2.378176689
2012,1,9,6,30,0,0,0,0,5.792720166,990.9411621,62.32725465,74.43152618,2.118017435
2012,1,9,7,30,0,0,0,0,7.125527195,991.1596069,63.30071318,85.02289581,1.923831105
2012,1,9,8,30,90,268,145,0,10.23215253,992.0502319,46.44937486,90.98591614,1.766130686
2012,1,9,9,30,138,533,342,0,13.556241,992.4844971,37.85498045,92.44831848,1.401317835
2012,1,9,10,30,169,642,506,-1,17.71312008,992.4644165,26.4700957,71.84115601,1.369273067
2012,1,9,11,30,184,706,622,-2,19.8295915,991.3926392,22.50070665,58.3065033,1.155596614
2012,1,9,12,30,202,696,663,-2,20.95978432,990.3041992,20.63704097,42.04061127,0.987686336
2012,1,9,13,30,190,714,653,-2,21.30585141,989.5604248,19.89294586,25.69499969,0.968840897
2012,1,9,14,30,179,672,568,-2,20.81224085,988.7403564,20.45138718,15.9265213,1.027297258
2012,1,9,15,30,161,572,423,-2,19.45346837,988.6296387,22.43882867,11.18021393,1.145582914
2012,1,9,16,30,144,295,231,1,17.1015701,988.6531982,34.68437781,9.094299316,1.429412365
2012,1,9,17,30,36,6,37,2,14.4346641,989.1072998,45.96627965,12.44697571,1.847458601
2012,1,9,18,30,0,0,0,2,13.51700052,989.6862183,45.79810912,20.44538879,2.222356081
2012,1,9,19,30,0,0,0,1,12.74380008,990.0617065,45.41458712,28.44630432,2.494220257
2012,1,9,20,30,0,0,0,0,12.01354179,990.3986206,45.00701295,35.72796631,2.787059546
2012,1,9,21,30,0,0,0,0,11.28420466,990.6883545,45.22542969,41.99631119,3.007137775
2012,1,9,22,30,0,0,0,0,10.54938688,990.9137573,46.09524691,46.69877625,3.127545834
2012,1,9,23,30,0,0,0,0,9.810043615,990.5887451,47.43920333,51.52188492,3.184792042
2012,1,10,0,30,0,0,0,-1,9.106449986,990.479248,49.07692714,56.96337891,3.193473101
2012,1,10,1,30,0,0,0,-1,8.459219308,990.2910156,50.84921283,61.72640228,3.167985201
2012,1,10,2,30,0,0,0,-1,7.853910686,990.2966919,53.06327378,65.46269989,3.028879642
2012,1,10,3,30,0,0,0,-1,7.323378173,990.0843506,54.90601095,69.13134003,2.914623022
2012,1,10,4,30,0,0,0,-1,6.853651634,990.1203003,56.10668293,73.31003571,2.876295805
2012,1,10,5,30,0,0,0,-1,6.423648523,990.7115479,57.08363968,77.3759613,2.841608047
2012,1,10,6,30,0,0,0,-1,6.035464499,991.1231689,57.8397034,81.97331238,2.829277515
2012,1,10,7,30,0,0,0,0,7.25886079,991.7221069,56.70961792,87.92008972,2.79138875
2012,1,10,8,30,90,269,145,-1,10.33574379,992.3806152,43.36634776,94.21733093,2.45808506
2012,1,10,9,30,143,507,337,0,13.81593767,993.2235718,36.8465598,96.07132721,1.86443603
2012,1,10,10,30,174,622,501,-1,18.23171,992.7408447,25.38364326,83.77993011,1.883293509
2012,1,10,11,30,191,685,617,-1,20.62850623,991.6887207,21.84626745,73.41078186,1.635571241
2012,1,10,12,30,192,726,674,-1,21.67122859,990.5323486,20.71230296,59.11663437,1.501691103
2012,1,10,13,30,189,719,657,-1,21.88041816,989.572998,20.37552005,42.64663696,1.59570384
2012,1,10,14,30,173,698,578,-2,21.33361879,988.9295654,20.83403674,30.18462753,1.845580816
2012,1,10,15,30,158,600,434,-2,20.02350516,988.7366333,22.36327952,23.39434052,2.203603983
2012,1,10,16,30,152,307,244,0,17.51718018,989.2342529,31.62665941,19.42980957,2.658494711
2012,1,10,17,30,34,0,34,1,14.66318654,989.4215698,40.66559901,21.87367249,3.182705164
2012,1,10,18,30,0,0,0,0,13.61546514,990.0753784,41.80390806,28.15014648,3.500287056
2012,1,10,19,30,0,0,0,0,12.69125381,990.3630371,42.46813342,35.49002457,3.596569777
2012,1,10,20,30,0,0,0,0,11.84163357,990.7947388,43.16584382,43.9079895,3.710267782
2012,1,10,21,30,0,0,0,0,11.01525664,991.2255859,44.34733953,51.42513275,3.737524033
2012,1,10,22,30,0,0,0,0,10.22068202,991.354187,46.05883896,58.05871582,3.677566528
2012,1,10,23,30,0,0,0,-1,9.500042391,991.2156982,47.89337179,63.45982361,3.618964672
2012,1,11,0,30,0,0,0,-1,8.859059223,991.0366821,49.69764986,66.96340179,3.564426184
2012,1,11,1,30,0,0,0,-1,8.283845934,990.8884888,51.62615167,69.1136322,3.488384485
2012,1,11,2,30,0,0,0,0,7.729434576,991.0541382,54.26910957,70.48147583,3.183956861
2012,1,11,3,30,0,0,0,0,7.258626325,990.7973022,56.45821312,71.70671082,2.836993217
2012,1,11,4,30,0,0,0,0,6.901801229,990.8015137,57.7452886,71.99346924,2.575669289
2012,1,11,5,30,0,0,0,0,6.650083172,991.2366333,58.47520336,74.12401581,2.364435196
2012,1,11,6,30,0,0,0,-1,6.466388917,991.4699097,58.80110976,80.18698883,2.218010902
2012,1,11,7,30,0,0,0,0,7.90425009,992.0651855,58.65160375,88.61838531,2.110750675
2012,1,11,8,30,95,243,145,-1,11.09911527,992.6030884,41.84221516,96.22631073,2.058733463
2012,1,11,9,30,184,247,279,-1,14.4578693,993.3532104,33.77892972,99.47620392,1.723626137
2012,1,11,10,30,217,541,502,-2,18.81709533,992.757019,23.17149647,81.11102295,1.530486345
2012,1,11,11,30,189,689,619,-2,21.27540566,991.9367065,19.60613207,61.92627716,1.250722289
2012,1,11,12,30,197,738,689,-3,22.39391101,990.8341675,18.06192007,37.00884247,1.148642778
2012,1,11,13,30,187,726,661,-3,22.62747005,990.0595093,17.48234554,18.43447876,1.340100288
2012,1,11,14,30,183,688,584,-3,22.06281639,989.6134644,17.67090219,7.79385376,1.646228075
2012,1,11,15,30,158,602,437,-3,20.71640685,989.5145874,19.14890595,6.852874756,1.929198623
2012,1,11,16,30,154,317,249,0,18.25503379,989.5177002,30.52185771,10.98470306,2.140644789
2012,1,11,17,30,36,2,37,2,15.56495399,990.1067505,40.8299305,19.1877594,2.388128042
2012,1,11,18,30,0,0,0,1,14.62336463,990.6339722,41.76603919,29.08280182,2.554997206
2012,1,11,19,30,0,0,0,1,13.85501497,990.9959717,42.33445769,37.0319519,2.631360769
2012,1,11,20,30,0,0,0,0,13.12500157,991.5235596,43.00134261,45.85525894,2.717338085
2012,1,11,21,30,0,0,0,0,12.40107127,991.8300781,43.61309016,54.7352562,2.801281452
2012,1,11,22,30,0,0,0,0,11.71254694,991.9780884,44.34380409,62.00366974,2.881757021
2012,1,11,23,30,0,0,0,0,11.09052191,991.5852051,45.06131696,67.20095825,2.963838339
2012,1,12,0,30,0,0,0,0,10.50417284,991.0145874,45.89006055,70.84078979,3.010374308
2012,1,12,1,30,0,0,0,0,9.991594673,990.7965698,46.70331694,73.96289063,3.049283981
2012,1,12,2,30,0,0,0,0,9.519336398,990.5089722,48.15364955,77.86417389,2.911629915
2012,1,12,3,30,0,0,0,0,9.107545771,990.2171021,49.44994315,83.59062195,2.761533022
2012,1,12,4,30,0,0,0,-1,8.762198494,989.7653198,50.1720512,90.13978577,2.665529728
2012,1,12,5,30,0,0,0,-1,8.456382897,989.8991089,50.79775563,97.56845856,2.577375412
2012,1,12,6,30,0,0,0,-1,8.207217743,990.3598022,51.4770193,104.5509109,2.460082293
2012,1,12,7,30,0,0,0,0,9.634773023,991.2092896,52.07955714,110.5741577,2.375956535
2012,1,12,8,30,90,271,145,-1,12.93779655,991.6681519,38.00279609,112.7399139,2.185287237
2012,1,12,9,30,138,538,345,-1,16.16458749,992.5368652,30.82757479,109.2919769,1.726391077
2012,1,12,10,30,168,650,511,-2,20.37119398,992.6519165,22.05209618,82.39689636,1.573907018
2012,1,12,11,30,182,716,629,-2,22.84985895,991.7249146,18.84017397,62.17525482,1.596642017
2012,1,12,12,30,190,737,682,-1,23.92065331,990.6661377,18.05311289,51.53688431,1.670677781
2012,1,12,13,30,196,704,657,-1,24.1505253,990.0926514,18.30278229,46.38425064,1.726249218
2012,1,12,14,30,183,684,584,-1,23.63447473,989.2525024,19.32688434,45.07056427,1.799559474
2012,1,12,15,30,166,564,429,0,22.3285776,988.9009399,21.61345688,43.87931824,1.875050187
2012,1,12,16,30,155,295,245,4,19.81977714,988.9563599,36.44885122,40.40031815,1.985554099
2012,1,12,17,30,39,7,40,4,17.09008734,989.8305054,43.04731352,42.70910263,2.228651285
2012,1,12,18,30,0,0,0,3,16.13874437,990.2649536,43.41845199,50.12427139,2.467458963
